team,roster_position,broad_group,group_source,bio_group,unit,depth,player,class,is_transfer,redshirt,projected_slot
Vanderbilt,C,IOL,label,,OFF,1,Lyndon Cooper,SR,True,True,3.0
Vanderbilt,QG,IOL,label,QB,OFF,1,Cade McConnell,SR,True,True,2.0
Vanderbilt,QT,OT,label,OT,OFF,1,Beau Johnson,JR,True,True,1.0
Vanderbilt,RDE,EDGE,label,EDGE,DEF,1,Miles Capers,GR,False,False,2.0
Vanderbilt,LDE,EDGE,label,EDGE,DEF,1,Brian Allen Jr.,GR,True,False,1.0
Vanderbilt,RB,RB,label,RB,OFF,1,Sedrick Alexander,SR,False,False,1.0
Vanderbilt,QB,QB,label,QB,OFF,1,Jared Curtis,FR,False,False,1.0
Arizona,SLB,LB,label,LB,DEF,1,Everett Roussaw Jr.,SR,True,False,3.0
Arizona,MLB,LB,label,LB,DEF,1,Taye Brown,SR,False,False,2.0
Arizona,WLB,LB,label,LB,DEF,1,Chase Kennedy,SR,True,True,1.0
Arizona,DT,DT,label,,DEF,1,Mays Pese,SO,False,False,2.0
Arizona,NT,DT,label,,DEF,1,Leroy Palu,SR,True,False,1.0
Arizona,DE,EDGE,label,EDGE,DEF,1,Tre Smith,SR,True,True,1.0
Vanderbilt,RCB,CB,label,CB,DEF,1,Martel Hight,SR,False,False,2.0
UTSA,DE,EDGE,label,EDGE,DEF,1,Jeremiah Bailey,SR,True,True,1.0
UTSA,RB,RB,label,RB,OFF,1,Will Henderson III,SO,False,True,1.0
UTSA,FS,SAF,label,SAF,DEF,1,Nate Robinson Jr.,JR,True,False,2.0
UTSA,SS,SAF,label,SAF,DEF,1,Xavier Walton,SR,True,True,1.0
UTSA,RCB,CB,label,CB,DEF,1,Asaad Chapman,SO,True,True,2.0
UTSA,LCB,CB,label,CB,DEF,1,Ahamad Chapman,SO,True,True,1.0
UTSA,MLB,LB,label,LB,DEF,1,Brandon Tucker,SR,True,True,2.0
UTSA,WLB,LB,label,LB,DEF,1,Elijah Baldwin,SO,True,True,1.0
Vanderbilt,WR-SL,WR,label,WR,OFF,1,Cole Adams,JR,True,True,3.0
Vanderbilt,WR-Z,WR,label,WR,OFF,1,Junior Sherrill,SR,False,False,2.0
Vanderbilt,WR-X,WR,label,,OFF,1,Brycen Coleman,SO,False,True,1.0
UTSA,MONEY,SAF,bio,,DEF,1,Archie Chambers,JR,True,False,1.0
Arizona,SS,SAF,label,SAF,DEF,1,Malcolm Hartzog,SR,True,True,1.0
Arizona,RCB,CB,label,CB,DEF,1,Jay'Vion Cole,SR,True,True,2.0
Arizona,LCB,CB,label,CB,DEF,1,Tyrese Boss,SO,True,True,1.0
Vanderbilt,TE,TE,label,TE,OFF,1,Cole Spence,GR,False,False,1.0
UTSA,WR-X,WR,label,WR,OFF,1,AJ Wilson,SR,True,True,1.0
UTEP,SPUR,CB,default,,DEF,1,LaTristan Thompson,SO,True,True,1.0
UTEP,BANDIT,EDGE,default,,DEF,1,Sterling Miles,SR,True,True,1.0
UTSA,QB,QB,label,QB,OFF,1,Owen McCown,SR,True,True,1.0
UTSA,TE-Y,TE,label,TE,OFF,1,Brandon Young Jr.,JR,True,False,1.0
UTSA,RT,OT,label,,OFF,1,Deandre Marshall,SR,False,True,5.0
UTSA,RG,IOL,label,,OFF,1,Darrell Jones,SR,True,True,4.0
UTSA,C,IOL,label,,OFF,1,Ben Rios,SR,False,True,3.0
Arizona State,WR-F,WR,label,WR,OFF,1,Raiden Vines-Bright,SO,True,False,3.0
Arizona State,WR-Z,WR,label,WR,OFF,1,Omarion Miller,SR,True,False,2.0
Arizona State,WR-X,WR,label,WR,OFF,1,Reed Harris,JR,True,True,1.0
Arizona,NB,SAF,bio,SAF,DEF,1,Gavin Hunter,JR,False,True,3.0
Arizona,FS,SAF,label,SAF,DEF,1,Daylen Austin,JR,True,True,2.0
UTSA,DT,DT,label,DT,DEF,1,Tai Leonard,SR,False,True,2.0
UTSA,NT,DT,label,DT,DEF,1,Jameian Buxton,SR,False,False,1.0
UTSA,JACK,EDGE,default,LB,DEF,1,Owen Pewee,SR,False,True,2.0
UTEP,RB,RB,label,RB,OFF,1,Tavorus Jones,SR,True,True,1.0
UTEP,FS,SAF,label,SAF,DEF,1,Xavier Smith,SR,True,True,2.0
UTEP,SS,SAF,label,SAF,DEF,1,Kode Lowe,SR,True,True,1.0
UTEP,RCB,CB,label,CB,DEF,1,TJ Tillman,SO,False,False,2.0
UTEP,LCB,CB,label,CB,DEF,1,Justin Content,JR,False,False,1.0
UTEP,MLB,LB,label,LB,DEF,1,Isaiah Bogerty,SR,True,True,2.0
UTEP,WLB,LB,label,LB,DEF,1,Jayden Wilson,SR,True,False,1.0
Arizona State,RT,OT,label,,OFF,1,Luke Baklenko,SR,True,False,5.0
Arizona State,RG,IOL,label,,OFF,1,Wade Helton,SO,True,True,4.0
Arizona State,C,IOL,label,,OFF,1,Tana Alo-Tupuola,JR,True,False,3.0
Arizona State,LG,IOL,label,,OFF,1,Maki Stewart,SO,False,False,2.0
Arizona State,LT,OT,label,,OFF,1,Jalen Klemm,SR,True,True,1.0
UTSA,LG,IOL,label,,OFF,1,Devron Williams Jr.,SO,True,True,2.0
UTSA,LT,OT,label,,OFF,1,Jonah Miller,SR,True,True,1.0
UTSA,WR-F,WR,label,,OFF,1,David Amador II,JR,False,True,3.0
UTSA,WR-Z,WR,label,WR,OFF,1,TJ West,JR,True,True,2.0
UTEP,WR-Z,WR,label,WR,OFF,1,Jaylan Brown,SO,True,True,2.0
UTEP,WR-X,WR,label,WR,OFF,1,Carver Cheeks,SR,True,False,1.0
Utah State,ROLB,LB,bio,LB,DEF,1,Chris Joe,SO,False,False,1.0
UTEP,QB,QB,label,QB,OFF,1,EJ Colson,SO,True,True,1.0
UTEP,TE,TE,label,TE,OFF,1,Judah Ezinwa,SR,True,True,1.0
UTEP,RT,OT,label,,OFF,1,Tyler Roberts,FR,False,True,5.0
UTEP,RG,IOL,label,,OFF,1,Omoruyi Aliu-Otokiti,JR,True,False,4.0
UTEP,C,IOL,label,,OFF,1,Brian Williams Jr.,SO,True,True,3.0
UTEP,LG,IOL,label,,OFF,1,Jackson Bradley,SR,True,True,2.0
UTEP,LT,OT,label,,OFF,1,Jaymon Lamb,JR,True,True,1.0
Arizona State,RB,RB,label,RB,OFF,1,Kyson Brown,SR,False,False,1.0
Arizona State,QB,QB,label,QB,OFF,1,Cutter Boley,SO,True,True,1.0
Arizona State,TE,TE,label,TE,OFF,1,Khamari Anderson,SR,True,False,1.0
UTEP,DT,DT,label,,DEF,1,Preston Hickey,SR,True,True,2.0
UTEP,NT,DT,label,DT,DEF,1,Ashton Coker,JR,False,False,1.0
UTEP,DE,EDGE,label,EDGE,DEF,1,Shakaun Bowser,SR,True,True,1.0
Utah State,DT,DT,label,EDGE,DEF,1,Tyree Morris,SR,True,True,2.0
Utah State,NT,DT,label,DT,DEF,1,Ta'avili Tuitama,SR,True,True,1.0
Utah State,DE,EDGE,label,EDGE,DEF,1,Carson Tujague,SO,True,True,1.0
Utah State,FB,RB,label,TE,OFF,1,Collin Remenowksy,SR,True,False,1.0
Utah State,RB,RB,label,RB,OFF,1,Javen Jacobs,SR,True,True,1.0
Utah State,LOLB,EDGE,bio,LB,DEF,1,Jeremiah Holmes,SR,True,False,1.0
Utah State,NB,CB,default,,DEF,1,Bryson Taylor,GR,True,False,3.0
Utah State,FS,SAF,label,SAF,DEF,1,Chapman Lewis,JR,True,True,2.0
Utah State,SS,SAF,label,SAF,DEF,1,Brevin Hamblin,SR,True,False,1.0
Utah State,RCB,CB,label,CB,DEF,1,D'Angelo Mayes,JR,True,False,2.0
Utah State,LCB,CB,label,,DEF,1,Antonio Bluiett,SR,True,True,1.0
Arizona State,RDT,DT,label,DT,DEF,1,Zac Swanson,SR,True,True,2.0
Arizona State,LDT,DT,label,,DEF,1,C.J. Fite,SR,False,False,1.0
Arizona State,RDE,EDGE,label,EDGE,DEF,1,Jalen Thompson,SR,True,False,2.0
Arizona State,LDE,EDGE,label,EDGE,DEF,1,Emar'rion Winston,SR,True,True,1.0
UTEP,WR-SL,WR,label,WR,OFF,1,Jaden Smith,SR,True,True,3.0
Utah State,WR-X,WR,label,WR,OFF,1,Anthony Garcia,JR,True,True,1.0
Utah,MAC,LB,label,LB,DEF,1,Johnathan Hall,SR,False,False,1.0
Utah State,QB,QB,label,QB,OFF,1,McCae Hillstead,JR,True,True,1.0
Utah State,TE,TE,label,TE,OFF,1,Kache Kaio,JR,True,False,1.0
Utah State,RT,OT,label,,OFF,1,Seth Wilfred,JR,True,True,5.0
Utah State,RG,IOL,label,,OFF,1,Tavo Motu'apuaka,SR,False,True,4.0
Utah State,C,IOL,label,,OFF,1,Jimmy Liston,JR,True,True,3.0
Utah State,LG,IOL,label,,OFF,1,George Maile,SR,True,True,2.0
Utah State,LT,OT,label,,OFF,1,John Randle Jr.,SO,True,True,1.0
Arizona State,SS,SAF,label,SAF,DEF,1,Lyrik Rawls,SR,True,True,1.0
Arizona State,RCB,CB,label,CB,DEF,1,Ashton Stamps,JR,True,True,2.0
Arizona State,LCB,CB,label,CB,DEF,1,Rodney Bimage Jr.,SO,False,True,1.0
Arizona State,MLB,LB,label,LB,DEF,1,Owen Long,JR,True,False,2.0
Arizona State,WLB,LB,label,LB,DEF,1,Martell Hughes,JR,False,False,1.0
Utah State,RILB,LB,label,LB,DEF,1,Harrison Taggart,SR,True,True,2.0
Utah State,LILB,LB,label,LB,DEF,1,Bronson Olevao Jr.,SR,False,True,1.0
Utah,QB,QB,label,QB,OFF,1,Devon Dampier,SR,True,False,1.0
Utah,NB,CB,default,,DEF,1,Rock Caldwell,SR,True,True,4.0
Utah,FS,SAF,label,SAF,DEF,1,Nate Ritchie,SR,False,False,3.0
Utah,SS,SAF,label,SAF,DEF,1,Rabbit Evans,SR,True,True,2.0
Utah,ROVER,SAF,default,,DEF,1,Cyrus Polu,SO,False,False,1.0
Utah,RCB,CB,label,CB,DEF,1,Elijah Reed,SR,True,True,2.0
Utah,LCB,CB,label,CB,DEF,1,Elijah Davis,SR,False,True,1.0
Utah,RDT,DT,label,DT,DEF,1,Pupu Sepulona,SO,False,False,2.0
Utah,LDT,DT,label,LB,DEF,1,Karson Kaufusi,SO,False,False,1.0
Arkansas,WR-SL,WR,label,WR,OFF,1,Ismael Cisse,JR,True,True,3.0
Arkansas,WR-Z,WR,label,WR,OFF,1,CJ Brown,JR,False,False,2.0
Arkansas,WR-X,WR,label,WR,OFF,1,Chris Marshall,SR,True,True,1.0
Arizona State,NB,CB,default,,DEF,1,Adrian Wilson,JR,True,True,3.0
Arizona State,FS,SAF,label,SAF,DEF,1,Jessiah McGrew,SO,True,False,2.0
Utah State,WR-SL,WR,label,TE,OFF,1,Javon Robinson,SR,True,False,3.0
Utah State,WR-Z,WR,label,WR,OFF,1,Demick Starling,GR,True,False,2.0
USC,FS,SAF,label,SAF,DEF,1,Christian Pierce,SR,False,False,2.0
USC,SS,SAF,label,SAF,DEF,1,Kennedy Urlacher,JR,True,False,1.0
Utah,TE,TE,label,TE,OFF,1,Hunter Andrews,SO,False,True,1.0
Utah,RT,OT,label,,OFF,1,Cedric Jefferson,JR,True,True,5.0
Utah,RG,IOL,label,,OFF,1,Keith Olson,SR,False,True,4.0
Utah,C,IOL,label,,OFF,1,Alex Harrison,GR,False,False,3.0
Utah,LG,IOL,label,,OFF,1,Solatoa Moea'i,SR,False,False,2.0
Utah,LT,OT,label,,OFF,1,Zereoue Williams,GR,False,False,1.0
Arkansas,RT,OT,label,,OFF,1,Bryant Williams,SR,True,True,5.0
Arkansas,RG,IOL,label,,OFF,1,Kobe Branham,SO,False,True,4.0
Arkansas,C,IOL,label,,OFF,1,Caden Kitler,SR,True,True,3.0
Arkansas,LG,IOL,label,,OFF,1,Malachi Breland,JR,True,True,2.0
Arkansas,LT,OT,label,,OFF,1,Kavion Broussard,SO,True,True,1.0
Utah,RDE,EDGE,label,EDGE,DEF,1,Ethan Day,SR,True,True,2.0
Utah,LDE,EDGE,label,EDGE,DEF,1,Lance Holtzclaw,SR,True,True,1.0
Utah,RB,RB,label,RB,OFF,1,Wayshawn Parker,JR,True,False,1.0
USC,RB,RB,label,RB,OFF,1,Waymond Jordan,SR,True,False,1.0
USC,QB,QB,label,QB,OFF,1,Jayden Maiava,SR,True,True,1.0
USC,TE,TE,label,TE,OFF,1,Mark Bowman,FR,False,False,1.0
USC,RCB,CB,label,CB,DEF,1,Jontez Williams,SR,True,True,2.0
USC,LCB,CB,label,CB,DEF,1,Marcelles Williams,SO,False,True,1.0
USC,MLB,LB,label,LB,DEF,1,Desman Stephens II,JR,False,False,2.0
USC,WLB,LB,label,LB,DEF,1,Deven Bryant,JR,True,True,1.0
USC,DT,DT,label,DT,DEF,1,Jide Abasiri,JR,False,False,2.0
USC,NT,DT,label,DT,DEF,1,Alex VanSumeren,SR,True,True,1.0
Arkansas,RB,RB,label,RB,OFF,1,Braylen Russell,JR,False,False,1.0
Arkansas,QB,QB,label,QB,OFF,1,KJ Jackson,SO,False,True,1.0
Arkansas,TE,TE,label,TE,OFF,1,Jaden Platt,JR,True,True,1.0
Utah,WR-SL,WR,label,WR,OFF,1,Kyri Shoels,SR,True,True,3.0
Utah,WR-Z,WR,label,WR,OFF,1,Braden Pegan,SR,True,True,2.0
Utah,WR-X,WR,label,WR,OFF,1,Larry Simmons,SR,True,True,1.0
USC,NB,CB,bio,CB,DEF,1,Alex Graham,FR,False,True,3.0
USC,WR-X,WR,label,WR,OFF,1,Terrell Anderson,JR,True,False,1.0
UNLV,NB,CB,default,,DEF,1,Mumu Bin-Wahad,SR,True,True,3.0
UNLV,FS,SAF,label,SAF,DEF,1,Tre Fulton,SO,False,True,2.0
UNLV,SS,SAF,label,SAF,DEF,1,Jake Pope,SR,True,True,1.0
UNLV,RCB,CB,label,,DEF,1,Avery Helm,SR,True,True,2.0
USC,RT,OT,label,,OFF,1,Justin Tauanuu,SO,False,True,5.0
USC,RG,IOL,label,,OFF,1,Alani Noa,SR,False,False,4.0
USC,C,IOL,label,IOL,OFF,1,Kilian O'Connor,SR,False,True,3.0
USC,LG,IOL,label,,OFF,1,Tobias Raymond,JR,False,True,2.0
USC,LT,OT,label,,OFF,1,Elijah Paige,JR,False,True,1.0
Arkansas,DT,DT,label,DT,DEF,1,Hunter Osborne,JR,True,True,2.0
Arkansas,NT,DT,label,DT,DEF,1,David Oke,SR,True,True,1.0
Arkansas,JACK,EDGE,default,LB,DEF,1,Charlie Collins,JR,False,False,2.0
Arkansas,DE,EDGE,label,EDGE,DEF,1,Quincy Rhodes Jr.,SR,False,False,1.0
USC,RDE,EDGE,label,EDGE,DEF,1,Kameryn Crawford,JR,False,False,2.0
USC,LDE,EDGE,label,EDGE,DEF,1,Braylan Shelby,SR,False,False,1.0
UNLV,RT,OT,label,,OFF,1,Jackson Brown,SR,True,True,5.0
UNLV,RDE,EDGE,label,EDGE,DEF,1,Elias Rudolph,SO,True,True,2.0
UNLV,LDE,EDGE,label,EDGE,DEF,1,Landen Thomas,JR,True,True,1.0
UNLV,RB,RB,label,RB,OFF,1,Jai'Den Thomas,SR,False,False,1.0
UNLV,QB,QB,label,QB,OFF,1,Jackson Arnold,SR,True,False,1.0
UNLV,LCB,CB,label,CB,DEF,1,Quandarius Keyes,SR,True,False,1.0
UNLV,MLB,LB,label,LB,DEF,1,Cam Santee,SR,True,False,2.0
UNLV,WLB,LB,label,LB,DEF,1,Blesyng Alualu-Tuiolemotu,JR,False,True,1.0
UNLV,RDT,DT,label,DT,DEF,1,Lucas Conti,JR,False,True,2.0
UNLV,LDT,DT,label,,DEF,1,Herb Gray,SO,True,True,1.0
Arkansas,RCB,CB,label,CB,DEF,1,La'khi Roland,JR,True,False,2.0
Arkansas,LCB,CB,label,CB,DEF,1,Joker Johnson,JR,True,True,1.0
Arkansas,MLB,LB,label,LB,DEF,1,Bradley Shaw,JR,False,False,2.0
Arkansas,WLB,LB,label,LB,DEF,1,Ja'Quavion Smith,JR,True,False,1.0
USC,WR-SL,WR,label,WR,OFF,1,Zacharyus Williams,SO,True,True,3.0
USC,WR-Z,WR,label,WR,OFF,1,Tanook Hines,SO,False,False,2.0
UL Monroe,DT,DT,label,DT,DEF,1,Colton Vatne,JR,False,False,1.0
UL Monroe,DE,EDGE,label,EDGE,DEF,1,Le'Kell Mc'Gowan,JR,False,False,1.0
UL Monroe,RB,RB,label,RB,OFF,1,Derrick Jameson,GR,False,False,1.0
UL Monroe,QB,QB,label,QB,OFF,1,Landon Graves,SR,False,False,1.0
UL Monroe,TE,TE,label,TE,OFF,1,Bryce Anderson,SR,False,False,1.0
UNLV,RG,IOL,label,,OFF,1,BJ Tolo,JR,True,True,4.0
UNLV,C,IOL,label,,OFF,1,Austin Boyd,SR,False,False,3.0
UNLV,LG,IOL,label,,OFF,1,Griffin Scroggs,SR,True,True,2.0
UNLV,LT,OT,label,,OFF,1,Will Thomas,SR,True,True,1.0
UNLV,WR-SL,WR,label,WR,OFF,1,DeAngelo Irvin Jr.,SR,False,False,3.0
UNLV,WR-Z,WR,label,WR,OFF,1,Taeshaun Lyons,JR,True,True,2.0
UNLV,WR-X,WR,label,WR,OFF,1,Amorion Walker,SR,True,True,1.0
Arkansas,NB,LB,bio,LB,DEF,1,Khmori House,JR,True,False,3.0
Arkansas,FS,SAF,label,SAF,DEF,1,Christian Harrison,SR,True,True,2.0
Arkansas,SS,SAF,label,SAF,DEF,1,Miguel Mitchell,SR,True,True,1.0
UNLV,TE,TE,label,TE,OFF,1,Keyan Burnett,SR,True,True,1.0
Arkansas State,RT,OT,label,,OFF,1,Aleric Watson,SR,False,True,5.0
Arkansas State,RG,IOL,label,,OFF,1,Wil Saxton,SR,True,True,4.0
Arkansas State,C,IOL,label,,OFF,1,Mason Myers,JR,False,True,3.0
Arkansas State,LG,IOL,label,,OFF,1,Tristian Smith,SR,True,True,2.0
Arkansas State,LT,OT,label,,OFF,1,Sterling Wiggins,JR,True,True,1.0
Arkansas State,WR-SL,WR,label,WR,OFF,1,Chauncy Cobb,JR,False,True,3.0
Arkansas State,WR-Z,WR,label,WR,OFF,1,Hunter Summers,JR,True,True,2.0
Arkansas State,WR-X,WR,label,WR,OFF,1,Jaylen Bonelli,SR,True,False,1.0
UL Monroe,BANDIT,EDGE,default,LB,DEF,1,Jaeden Calender,JR,False,False,1.0
UL Monroe,BAN,EDGE,default,LB,DEF,1,Jaeden Calender,JR,False,False,1.0
UL Monroe,FS,SAF,label,,DEF,1,Korian Wilson,GR,False,False,2.0
UL Monroe,SS,SAF,label,SAF,DEF,1,Carl Fauntroy,GR,False,False,1.0
UL Monroe,LCB,CB,label,,DEF,1,Korian Wilson,GR,False,False,2.0
UL Monroe,RCB,CB,label,,DEF,1,Jay Harper,JR,False,False,1.0
UL Monroe,WLB,LB,label,LB,DEF,1,Noah Flemmings,SR,False,False,2.0
UL Monroe,MLB,LB,label,LB,DEF,1,Jabari Tiller,GR,False,False,1.0
UConn,RDE,EDGE,label,LB,DEF,1,Joshua Mickens,JR,True,True,2.0
UConn,NB,CB,bio,CB,DEF,1,Tracy Revels,JR,True,True,3.0
UConn,FS,SAF,label,SAF,DEF,1,Braedyn Moore,JR,True,True,2.0
UConn,SS,SAF,label,CB,DEF,1,Jayden Davis,SR,True,True,1.0
UConn,RCB,CB,label,CB,DEF,1,Zion Paret,SO,True,False,2.0
UConn,LCB,CB,label,CB,DEF,1,Moussa Kane,JR,True,True,1.0
UL Monroe,RG,IOL,label,,OFF,1,Reese Steele,GR,False,False,5.0
UL Monroe,RT,OT,label,,OFF,1,AJ Vinson,SR,False,False,4.0
UL Monroe,C,IOL,label,,OFF,1,Drew Hutchinson,GR,False,False,3.0
UL Monroe,LG,IOL,label,TE,OFF,1,Nate Green,JR,False,False,2.0
UL Monroe,LT,OT,label,,OFF,1,David Applewhite,JR,False,False,1.0
UL Monroe,WR-Z,WR,label,WR,OFF,1,Parker Fulghum,JR,False,False,3.0
UL Monroe,WR-SL,WR,label,WR,OFF,1,JP Coulter,SR,False,False,2.0
UL Monroe,WR-X,WR,label,WR,OFF,1,Nic Trujillo,SR,False,False,1.0
Arkansas State,QB,QB,label,QB,OFF,1,Trey Owens,SO,True,True,1.0
Arkansas State,TE,TE,label,TE,OFF,1,Joshua Burrell,SR,True,True,1.0
UConn,RT,OT,label,,OFF,1,Christian Richter,SR,True,True,5.0
UConn,RG,IOL,label,,OFF,1,Ty Chan,SR,True,True,4.0
UConn,C,IOL,label,,OFF,1,Terrence Moore,SR,True,True,3.0
UConn,LG,IOL,label,,OFF,1,Tamarus Walker,JR,True,True,2.0
UConn,LDE,EDGE,label,EDGE,DEF,1,Avery Dunn,SR,True,True,1.0
UConn,RB,RB,label,RB,OFF,1,Kenji Christian,SR,True,True,1.0
UConn,QB,QB,label,QB,OFF,1,Jake Merklinger,SO,True,True,1.0
Arkansas State,DT,DT,label,DT,DEF,1,Shakai Woods,JR,True,True,2.0
Arkansas State,NT,DT,label,DT,DEF,1,Elias Sherman,JR,True,True,1.0
Arkansas State,JACK,EDGE,bio,EDGE,DEF,1,Tony Carter,SO,False,False,2.0
Arkansas State,DE,EDGE,label,EDGE,DEF,1,Donquarius Parker,SR,True,True,1.0
Arkansas State,RB,RB,label,RB,OFF,1,Kenyon Clay,SR,True,True,1.0
UConn,MLB,LB,label,LB,DEF,1,John Lista,SR,True,True,2.0
UConn,WLB,LB,label,LB,DEF,1,K'Von Sherman,SR,True,False,1.0
UConn,RDT,DT,label,DT,DEF,1,Melvin Hills III,SO,True,True,2.0
UConn,LDT,DT,label,EDGE,DEF,1,Esean Carter,SR,True,True,1.0
UCLA,LDT,DT,label,,DEF,1,Maxwell Roy,FR,True,True,1.0
UCLA,NB,CB,default,,DEF,1,DJ Barksdale,SR,True,False,3.0
UCLA,FS,SAF,label,SAF,DEF,1,Tao Johnson,SR,True,True,2.0
UCLA,SS,SAF,label,SAF,DEF,1,Cole Martin,JR,True,True,1.0
UCLA,RCB,CB,label,CB,DEF,1,Rodrick Pleasant,JR,True,True,2.0
UCLA,LCB,CB,label,CB,DEF,1,Scooter Jackson,SR,True,False,1.0
UConn,LT,OT,label,,OFF,1,Hannes Hammer,JR,True,True,1.0
UConn,WR-SL,WR,label,WR,OFF,1,Ky Wilson,SR,True,False,3.0
UConn,WR-Z,WR,label,WR,OFF,1,Ryder Treadway,SO,True,False,2.0
UConn,WR-X,WR,label,WR,OFF,1,Shamar Porter,JR,True,True,1.0
Arkansas State,SS,SAF,label,SAF,DEF,1,AG McGhee,SR,True,False,1.0
Arkansas State,RCB,CB,label,CB,DEF,1,Dontrae Henderson,SO,True,True,2.0
Arkansas State,LCB,CB,label,CB,DEF,1,Noah Flores,JR,True,True,1.0
Arkansas State,MLB,LB,label,LB,DEF,1,Nigel Nelson,SO,False,False,2.0
Arkansas State,WLB,LB,label,LB,DEF,1,Robert Stevens III,JR,True,True,1.0
UConn,TE,TE,label,TE,OFF,1,Matt Ragan,SR,True,True,1.0
UCLA,LDE,EDGE,label,EDGE,DEF,1,Sahir West,SO,True,True,1.0
UCLA,RB,RB,label,RB,OFF,1,Wayne Knight,SR,True,True,1.0
UCLA,QB,QB,label,QB,OFF,1,Nico Iamaleava,JR,True,True,1.0
UCLA,TE,TE,label,TE,OFF,1,Joshua Phifer,JR,True,True,1.0
Army,RG,IOL,label,,OFF,1,Paolo Gennarelli,SR,False,False,4.0
Army,C,IOL,label,,OFF,1,Brady Small,SR,False,False,3.0
Army,LG,IOL,label,,OFF,1,Kyle Kloska,SR,True,False,2.0
Army,LT,OT,label,,OFF,1,Henry Appleton,SR,False,False,1.0
Army,WR-Z,WR,label,WR,OFF,1,Kurt Thompson,SR,False,False,3.0
Army,WR-X,WR,label,WR,OFF,1,Kavon Pointer,SR,False,False,2.0
Army,WR,WR,label,WR,OFF,1,Brady Anderson,JR,False,False,1.0
Arkansas State,NB,SAF,bio,SAF,DEF,1,Joe Drew,SO,False,False,3.0
Arkansas State,FS,SAF,label,SAF,DEF,1,Brandon Barnes,JR,False,False,2.0
UCLA,MLB,LB,label,LB,DEF,1,Sammy Omosigho,SR,True,False,2.0
UCLA,WLB,LB,label,LB,DEF,1,Jalen Woods,SR,False,True,1.0
UCLA,RDT,DT,label,DT,DEF,1,Tyson Ford,JR,True,True,2.0
UCF,SS,SAF,label,SAF,DEF,1,Demari Henderson,SR,False,True,1.0
UCF,NB,CB,default,,DEF,1,Braeden Marshall,SR,False,False,3.0
UCF,FS,SAF,label,SAF,DEF,1,Ty Bartrum,SR,True,True,5.0
UCF,RCB,CB,label,CB,DEF,1,Jayden Bellamy,SR,True,True,2.0
UCLA,RT,OT,label,,OFF,1,Hall Schmidt,SR,True,True,5.0
UCLA,RG,IOL,label,,OFF,1,Carter Sweazie,SR,True,True,4.0
UCLA,C,IOL,label,,OFF,1,Riley Robell,JR,True,True,3.0
UCLA,LG,IOL,label,,OFF,1,Eugene Brooks,SO,True,True,2.0
UCLA,LT,OT,label,,OFF,1,Jordan Davis,SR,True,True,1.0
Army,SB,RB,label,RB,OFF,1,Samari Howard,SR,False,False,3.0
Army,RB-B,RB,label,RB,OFF,1,Godspower Nwawuihe,SO,False,False,2.0
Army,RB-A,RB,label,RB,OFF,1,Jake Rendina,SR,False,False,1.0
Army,QB,QB,label,QB,OFF,1,Cale Hellums,SR,False,False,1.0
Army,TE,TE,label,TE,OFF,1,Parker Poloskey,SR,False,False,1.0
Army,RT,OT,label,,OFF,1,Teddy Williams,SR,False,False,5.0
UCLA,RDE,EDGE,label,EDGE,DEF,1,Aiden Gobaira,SR,True,True,2.0
Auburn,WR-Z,WR,label,WR,OFF,1,Keshaun Singleton,JR,True,True,2.0
Auburn,WR-X,WR,label,WR,OFF,1,Jeremiah Koger,SO,True,False,1.0
Army,NB,CB,default,,DEF,1,Cole Searight,JR,False,False,3.0
Army,FS,SAF,label,SAF,DEF,1,Caleb Williams,JR,False,False,2.0
Army,SS,SAF,label,SAF,DEF,1,Stephen Nnadozie,SR,False,False,1.0
Army,RCB,CB,label,CB,DEF,1,Jaxon Hammond,SR,False,False,2.0
Army,LCB,CB,label,CB,DEF,1,Jaydan Mayes,SR,False,False,1.0
Army,MLB,LB,label,LB,DEF,1,Bryson Banks,SO,False,False,2.0
Army,WLB,LB,label,LB,DEF,1,Baylor Newsom,SR,False,False,1.0
Army,NT,DT,label,DT,DEF,1,Kody Harris-Miller,SR,False,False,1.0
Army,OLB,LB,default,,DEF,1,Noah Nixon,SR,False,False,3.0
Army,RDE,EDGE,label,EDGE,DEF,1,Jack Bousum,JR,False,False,2.0
Army,LDE,EDGE,label,EDGE,DEF,1,Javon Smith,JR,False,False,1.0
UCLA,WR-SL,WR,label,WR,OFF,1,Mikey Matthews,SR,True,False,3.0
UCLA,WR-Z,WR,label,,OFF,1,Landon Ellis,SR,True,False,2.0
UCLA,WR-X,WR,label,WR,OFF,1,Leland Smith,SR,True,False,1.0
UCF,WR-X,WR,label,WR,OFF,1,Jonathan Bibbs,SO,True,True,4.0
UCF,RDE,EDGE,label,EDGE,DEF,1,Ken Talley,SR,True,True,4.0
UCF,LDE,EDGE,label,EDGE,DEF,1,Bruno Dall,JR,True,True,3.0
UCF,RB,RB,label,RB,OFF,1,Landen Chambers,JR,True,True,1.0
UCF,QB,QB,label,QB,OFF,1,Alonza Barnett III,SR,True,True,1.0
UCF,LCB,CB,label,CB,DEF,1,Antione Jackson,SR,True,False,1.0
UCF,WLB,LB,label,LB,DEF,1,Lewis Carter,SR,True,False,1.0
UCF,MLB,LB,label,LB,DEF,1,Tackett Curtis,SR,True,False,4.0
UCF,RDT,DT,label,DT,DEF,1,RJ Jackson Jr.,SR,True,False,2.0
